"","154_","176_","189_","182_","195_","199_","190_","197_","200_","201_","108_","139_","164_","148_","173_","187_","165_","184_","188_","196_"
"154_",1,0.483672045937248,-0.0815609685806517,0.770411606515939,-0.360434561841291,-0.0141807110592166,0.0511576644481546,-0.0538607119257025,0.0682472417215101,0.0459122428119738,0.00859912224924255,0.040457780586432,-0.0294989488477908,-0.0750126637741938,0.0834818509172995,-0.0556595327972293,-0.0318836405647072,-0.0286473321121242,-0.02321301746458,0.0427320677261479
"176_",0.483672045937248,1,0.684814005641522,-0.359826307819786,0.426959110245535,-0.265906764915078,0.475812814575773,-0.338475864116795,-0.0963105251262687,-0.139149047340743,0.0602342285808856,-0.0476378460271456,-0.0259392719409649,-0.0457789655554964,-0.0507018943149597,0.139880137735788,0.389677530035412,-0.101049851077527,-0.043364743915127,-0.0110685205197465
"189_",-0.0815609685806518,0.684814005641522,1,0.056561816279073,-0.21352030041419,0.500733219310782,-0.331452667574908,0.588649922052197,-0.140649169343582,-0.237715444885346,0.0161924980772302,-0.0335992897602237,0.119853339753667,-0.0449919044797077,-0.0358683032063096,-0.0385318848678181,-0.223824925628613,-0.0102729480173517,0.0248958817052408,0.0889452743802144
"182_",0.770411606515939,-0.359826307819786,0.056561816279073,1,0.502037603598737,-0.145890546524552,-0.0755383999603565,0.0282748337296538,0.0848148103129463,-0.0809381129975214,-0.0146260440790296,-0.137877138515511,0.0494500829890606,0.173266261981636,-0.0295776433694954,-0.0231645783072388,0.0302462072957209,-0.0258541038401801,-0.0483363365604973,-0.0708298279098686
"195_",-0.360434561841291,0.426959110245535,-0.21352030041419,0.502037603598737,1,0.687995408166268,0.158038977487235,-0.285399100468981,0.109980897487128,0.173677240026384,0.0134182763341823,-0.00985166504496283,-0.062905210835885,0.0129156034195228,0.0701801344320145,-0.0518489238337297,-0.0824996856950492,-0.00480691122176991,-0.0133416836751237,-0.190739380971975
"199_",-0.0141807110592164,-0.265906764915078,0.500733219310782,-0.145890546524553,0.687995408166268,1,-0.286080615627206,0.0795009110343087,-0.000458347909544015,0.296974857462732,-0.0934615001284052,0.0535850817986202,0.002132304644854,-0.00515726629968247,-0.025796944570487,0.0535402076273128,-0.0939435116308602,-0.0313371137099644,0.0790689616324571,-0.0449928889669666
"190_",0.0511576644481548,0.475812814575773,-0.331452667574908,-0.0755383999603564,0.158038977487235,-0.286080615627206,1,0.651274417738293,0.189657520406961,0.111148881176019,-0.00695506654029846,0.0324800381736312,0.0840979635611342,-0.0311729407027514,-0.0732151089899888,-0.00199484555652341,-0.262196527900325,-0.215431329051838,0.108924926911509,-0.134909913440984
"197_",-0.0538607119257024,-0.338475864116795,0.588649922052197,0.028274833729654,-0.285399100468981,0.0795009110343086,0.651274417738293,1,0.0497146822315505,0.313185162690046,-0.0204813633834686,-0.0238904713969376,-0.12876405373405,0.0142351237187164,-0.0172768285789421,-0.14333840196405,0.159144232218696,0.299907321917473,-0.162010280673534,-0.0737861546891175
"200_",0.06824724172151,-0.0963105251262687,-0.140649169343582,0.0848148103129465,0.109980897487128,-0.000458347909544031,0.18965752040696,0.0497146822315508,1,0.246136079484143,0.0278148892086623,-0.0558354577049788,0.00206745687990795,-0.0482668443636161,-0.027891252609416,0.136299072076583,0.184929082200591,-0.130988690865417,0.0584065727028207,0.110206555828898
"201_",0.0459122428119734,-0.139149047340743,-0.237715444885346,-0.0809381129975217,0.173677240026383,0.296974857462732,0.111148881176019,0.313185162690046,0.246136079484143,1,-0.0213604411073701,-0.00932524571037161,-0.0877710005104243,0.0206417375208002,0.0181789956708033,-0.0540247675592543,0.01164598933103,0.170109278598734,-0.11842650455059,0.239678725773034
"108_",0.00859912224924258,0.0602342285808854,0.01619249807723,-0.0146260440790297,0.0134182763341824,-0.0934615001284052,-0.00695506654029855,-0.0204813633834685,0.0278148892086624,-0.0213604411073703,1,0.542591475203036,-0.249570627191763,0.605440108455031,-0.0958445857460428,-0.213633849538677,-0.0131242152210967,0.205704261480749,0.0326010248020216,-0.00899539339009339
"139_",0.040457780586432,-0.0476378460271457,-0.0335992897602237,-0.137877138515511,-0.00985166504496272,0.0535850817986202,0.0324800381736312,-0.0238904713969375,-0.0558354577049787,-0.00932524571037179,0.542591475203037,1,0.666616243165139,0.074471898370882,0.0497691975075224,-0.0829210016785131,0.0633234767020245,-0.034485484459139,-0.0196296878940147,-0.139205937942711
"164_",-0.0294989488477908,-0.0259392719409649,0.119853339753667,0.0494500829890609,-0.0629052108358851,0.00213230464485413,0.084097963561134,-0.12876405373405,0.00206745687990753,-0.0877710005104243,-0.249570627191763,0.666616243165139,1,-0.111626476161517,0.300257832116955,0.228094940103102,-0.295582354041058,0.267963960131967,-0.130763384584685,0.0193524702159148
"148_",-0.0750126637741935,-0.0457789655554962,-0.0449919044797076,0.173266261981636,0.0129156034195229,-0.00515726629968246,-0.0311729407027516,0.0142351237187162,-0.0482668443636162,0.0206417375208004,0.60544010845503,0.0744718983708819,-0.111626476161517,1,0.287758100173768,0.1910496208188,-0.0314051378265389,-0.189615963621913,-0.047635810830905,0.00126181524132396
"173_",0.0834818509172994,-0.0507018943149598,-0.0358683032063096,-0.0295776433694951,0.0701801344320144,-0.0257969445704869,-0.0732151089899886,-0.0172768285789419,-0.0278912526094164,0.0181789956708033,-0.0958445857460429,0.0497691975075227,0.300257832116955,0.287758100173768,1,0.0927176055392618,0.180041788120342,-0.0439933778789661,-0.0475595639652252,-0.0112686657760184
"187_",-0.0556595327972292,0.139880137735788,-0.0385318848678181,-0.0231645783072391,-0.0518489238337292,0.053540207627313,-0.00199484555652343,-0.14333840196405,0.136299072076584,-0.0540247675592539,-0.213633849538677,-0.0829210016785125,0.228094940103102,0.1910496208188,0.0927176055392613,1,-0.229952538286868,0.327882307911562,0.149109103717854,0.252889156877547
"165_",-0.0318836405647069,0.389677530035413,-0.223824925628613,0.030246207295721,-0.0824996856950495,-0.09394351163086,-0.262196527900325,0.159144232218696,0.184929082200591,0.0116459893310301,-0.0131242152210968,0.0633234767020245,-0.295582354041058,-0.031405137826539,0.180041788120342,-0.229952538286868,1,0.550057194854103,-0.00518436936935562,-0.0046204920877817
"184_",-0.0286473321121241,-0.101049851077527,-0.0102729480173515,-0.0258541038401802,-0.00480691122176979,-0.0313371137099643,-0.215431329051838,0.299907321917473,-0.130988690865418,0.170109278598735,0.205704261480749,-0.0344854844591388,0.267963960131967,-0.189615963621913,-0.0439933778789659,0.327882307911562,0.550057194854103,1,0.025102273788835,-0.0774466883645914
"188_",-0.0232130174645797,-0.0433647439151274,0.0248958817052403,-0.0483363365604965,-0.013341683675123,0.079068961632457,0.108924926911508,-0.162010280673534,0.0584065727028213,-0.11842650455059,0.0326010248020215,-0.0196296878940149,-0.130763384584685,-0.0476358108309051,-0.047559563965225,0.149109103717856,-0.00518436936935521,0.0251022737888342,1,0.190047559277167
"196_",0.042732067726148,-0.0110685205197465,0.0889452743802144,-0.0708298279098686,-0.190739380971974,-0.0449928889669665,-0.134909913440985,-0.0737861546891172,0.110206555828899,0.239678725773034,-0.00899539339009331,-0.139205937942711,0.0193524702159145,0.00126181524132334,-0.0112686657760186,0.252889156877547,-0.00462049208778148,-0.0774466883645911,0.190047559277167,1
